_id,Clave,Producto,_idCategoria,_idMarca,Precio1,Precio2,No_parte,Descripcion,Modelo,Anios,RefaccionNueva,RefaccionOferta,color,Estatus,Alto,Largo,Ancho,Peso
442,4137,Filtro Gasolina Vocho Fuel Inyection,1,2,53.37,0,251 201 211A,Filtro Gasolina Vocho Full Inyection EGP,64,68,0,0,#aa0009,1,17,8.5,8.5,0.25
443,1635,Horquilla Clutch Vocho,2,2,93.91,0,S/N,Horquilla Clutch Vocho 1600 Gruesa,64,68,0,0,#aa0009,1,0,0,0,0
444,5906,Mica Calavera Vocho,4,2,338.99,0,423 201,MicaCalavera Vocho Ambar/Roja/BLanco Acrilico,64,68,0,0,#aa0009,1,0,0,0,0
445,6528,Polea Cigueñal Vocho,2,2,338.99,0,043 105 251 B,Polea Cigueñal Vocho Original,64,68,0,0,#aa0009,1,0,0,0,0
446,6534,Polea Generador Vocho,2,2,82,0,043 903 109 BE,Polea Generador Vocho,64,67,0,0,#aa0009,1,13,12,3,0.5
447,7915,Tapa Motor Vocho,4,2,1450,0,BAA 127 025,Tapa Motor Vocho 4 Rejillas,64,68,0,0,#aa0009,1,0,0,0,0
448,8296,Tolva Trasera Vocho,4,2,507.99,0,1 BM 813 301,Tolva Trasera de Vocho de 1 Salida,64,68,0,0,#aa0009,1,0,0,0,0
449,7948,Bomba Agua Nissan Pick Up 720,2,1,285,0,21010-13225P,Bomba Agua Para Nissan Pick up 720 Motor 1800,29,42,0,0,#aa0009,0,18,13.5,13.5,1.05
450,10254,Bomba Aceite Atos,2,6,444.99,0,DM1003,Bomba Aceite Atos Diamon,70,36,0,0,#aa0009,1,0,0,0,0
451,10312,Bomba Agua Atos,2,6,279,0,25100-02577,Bomba Agua Atos marca Herta,70,37,0,0,#aa0009,1,0,0,0,0
452,9254,Bomba Agua Atos,2,6,237.24,0,25100-02512H,Bomba Agua Atos 99-04 Best Cooling,70,36,0,0,#aa0009,1,18,14,14,0.7
453,10711,Bomba Agua Atos,2,6,217.99,0,25100-02577,Bomba Agua Atos 05-11 GEPU,70,37,0,0,#aa0009,1,14.5,11,11.5,0.7
454,10316,Bomba Aceite Aveo,2,3,626,0,25185606,Bomba Aceite Aveo Bruck,15,38,0,0,#aa0009,1,0,0,0,0
455,8246,Bomba Agua Aveo,2,3,280,0,030 121 005n,Bomba Agua Aveo marca Diforza,15,38,0,0,#aa0009,1,0,0,0,0
456,9424,Bomba Agua Bora,2,2,294.99,0,07K 121 011 B,Bomba Agua Bora 2.5 Regal Parts,4,5,0,0,#aa0009,1,15,12,11.5,0.8
457,6754,Bomba Agua Bora,2,2,354.99,0,07K 121 011B,Bomba Agua Bora Best Cooling,4,5,0,0,#aa0009,1,0,0,0,0
458,6896,Bomba Agua Caribe,2,2,194.99,0,056 12 055,Bomba Agua Caribe Guepu,47,22,0,0,#aa0009,1,0,0,0,0
459,11964,Bomba Aceite Chevy,2,3,404.34,0,93440777SM,Bomba Aceite Chevy Topo Engine,5,6,0,0,#aa0009,1,0,0,0,0
460,590,Bomba Aceite Corsa,2,3,1044.99,0,93295869,Bomba Aceite Corsa Pata Corta Bruck,16,71,0,0,#aa0009,1,21.5,18.5,9,1.15
461,12601,Bomba Aceite Corsa,2,3,718,0,MENC0200,Bomba Aceite Corsa Pata Larga Diforza,16,71,0,0,#aa0009,1,0,0,0,0
462,13279,Kit de Afinación Nissan D21 Original,1,1,392.99,0,EMPTS20WSNDD,"Promocion de Aceite y Filtro Originales para Nissan Pick up D21 (20w50, Filtro Chico)",30,40,0,0,#aa0009,1,0,0,0,0
463,7948,Bomba Agua Pick up 720,2,1,285,0,21010-13225P,Bomba Agua Nissan Pick up 720 motor 1800 Marca Best Cooling,29,42,0,0,#aa0009,1,18,13.5,13.5,1.05
464,9261,Bomba Agua Nissan Pick up D22,2,1,565,0,21010VK525,Bomba Agua Nissan D22 Disel 2.5 Con Junta Marca Euro España,31,93,0,0,#aa0009,1,0,0,0,0
465,8142,Bomba Gasolina NP300,5,1,1227.99,0,KS-A244,Bomba Gasolina Np300/D23 Completa marca Tetzun,28,41,0,0,#aa0009,1,46,7.5,20,1.6
466,5925,Bomba Agua Nissan D23,2,1,494.99,0,MANN0710,Bomba Agua Nissan D23/NP300,28,41,0,0,#aa0009,0,14,12,11.5,1.1
467,13082,Bomba Agua Jetta A2,2,2,494.99,0,026-121-010F,Bomba de Agua Para Jetta A2/A3 Completa Marca Best Cooling,53,15,0,0,#aa0009,0,0,0,0,0
468,6893,Bomba Agua Jetta A2,5,2,219.24,0,026 121 005 A,Bomba Agua Jetta A2/A3 Repuesto Marca Herta,53,15,0,0,#aa0009,1,14,11.5,11.5,0.95
469,6893,Bomba Jetta A3,2,2,219.24,0,026 121 055 A,Bomba Agua Repuesto Jetta A2/A3,54,16,0,0,#aa0009,1,14,11.5,11.5,0.95
470,13082,Bomba Agua Jetta A3,2,2,494.99,0,026-121-010F,Bomba Agua Jetta A2/A3 Completa Marca Best Cooling,54,16,0,0,#aa0009,1,0,0,0,0
471,9599,Bomba Agua Jetta A4,2,2,250,0,06a 121 011 BP,Bomba Agua Jetta A4 Best Cooling,55,17,0,0,#aa0009,0,11,11,11,0.8
472,9402,Bomba Gasolina Sentra,5,1,1121.29,0,S/N,Bomba Gasolina Sentra 01-16 Completa 1 Salida marca Tetzun,34,46,0,0,#aa0009,1,0,0,0,0
473,3050,Bomba Gasolina Spark,5,3,385,0,KS-3844,Bomba Gasolina Spark Repuesto,20,75,0,0,#aa0009,1,18,9,6.5,0.35
474,8167,Bomba Gasolina Spark,5,3,1295,0,KS-A241,Bomba Gasolina Spark Completa marca Tetzun,20,75,0,0,#aa0009,1,0,0,0,0
475,10934,Bomba Gasolina Tiida,5,1,222,0,17042-CH0AA,Repuesto Bomba Gasolina Tiida marca Voltmax,35,49,0,0,#aa0009,1,0,0,0,0
476,9883,Bomba Gasolina Tiida,5,1,929.56,0,17042-CH000,Bomba Gasolina Completa Tiida Marca Voltmax,35,49,0,0,#aa0009,1,0,0,0,0
477,13179,Bomba Gasolina Tsuru I,2,1,307.02,0,17010-B18G0,Bomba Gasolina Tsuru I y II Mecanica Marca Kishio,83,102,0,0,#aa0009,1,0,0,0,0
478,1385,Bomba Gasolina Tsuru I,2,1,217.99,0,17010 B03G1,Bomba Gasolina Tsuru I Mecanica Marca EGP,83,102,0,0,#aa0009,1,0,0,0,0
479,12864,Bomba Gasolina Tsuru II,5,1,240,0,KS-101,Bomba Gasolina Electrica Tsuru II Tetzun,83,103,0,0,#aa0009,1,0,0,0,0
480,13179,Bomba Gasolina Tsuru II,5,1,307.02,0,17010_b18g0,Bomba Gasolina Tsuru II Mecanica marca Kishio,83,103,0,0,#aa0009,1,0,0,0,0
481,1385,Bomba Gasolina Tsuru II,2,1,217.99,0,17010 B03g1,Bomba Gasolina Tsuru II Mecanica Marca Voltmax,83,103,0,0,#aa0009,1,0,0,0,0
482,2910,Bomba Gas Tsuru II,5,1,198,0,17042-75NK,Bomba Gasolina Tsuru II Electrica marca Voltmax,83,103,0,0,#aa0009,1,0,0,0,0
483,1537,Bronce Tsuru III 1ra,2,1,64.99,0,32607-D0100,Bronce Tsuru III 1ra Marca Nikko,83,105,0,0,#aa0009,1,10,2,2,0.1
484,1388,Bomba Gasolina Tsuru III,5,1,198,0,17042-0M300,Bomba Gasolina Tsuru III Delgada Marca Voltmax,83,105,0,0,#aa0009,1,7,6,15,0.35
485,915,Bomba Gasolina Tsuru III,5,1,227,0,KS-05Nkc,Bomba Gasolina Tsuru III Delgada marca NTS,83,105,0,0,#aa0009,1,0,0,0,0
486,1391,BombaGasolina Tsuru III,5,1,299,0,17042-73y10,Bomba Gasolina Tsuru III Gorda marca Voltmax,83,105,0,0,#aa0009,1,0,0,0,0
487,13295,Bobina Tsuru III,5,1,203,0,22433-F4302,Bobina Tsuru III marca Kishio,83,105,0,0,#aa0009,1,0,0,0,0
488,1445,Bomba Gasolina Vocho fuel injection,5,2,914.99,0,RP-A58,Bomba Gasolina Vocho fuel injection Marca Regal Parts,64,68,0,0,#aa0009,1,0,0,0,0
489,9789,Bomba Gasolina Vocho Mecanica,2,2,222,0,BAA 129 025 B,Bomba Gasolina Vocho Mecanica marca Voltmax,64,67,0,0,#aa0009,1,0,0,0,0
490,10097,Bomba Agua Z24 con Fan Clutch,2,1,869.53,0,7569-d694,Bomba Agua para Nissan Pick up Z24 con Fan Clutch marca Best Cooling,77,33,0,0,#aa0009,1,0,0,0,0
491,13196,Bomba Gasolina Derby,5,2,997.1,0,6n0-919-051N,Bomba Gasolina Derby marca Voltmax,50,55,0,0,#aa0009,1,0,0,0,0
492,9844,Bomba Gasolina Gol Repuesto,5,2,453,0,5u0919051-Rep,Bomba Gasolina Gol Repuesto marca Bruck,51,56,0,0,#aa0009,1,0,0,0,0
493,3207,Bomba de gasolina Golf A4,5,2,941,0,1J0919051,Bomba de gasolina Golf A4 marca Voltmax 3 Meses de garantía,69,66,0,0,#aa0009,1,0,0,0,0
494,8284,Funda Volante Beige con Negro,8,10,56,0,FV-Beige/Negro,Funda Volante Beige con Negro de Vinipiel,76,95,0,0,#aa0009,1,39,39,4,0.3
495,8285,Funda Volante Gris,8,10,56,0,FV-Gris,Funda de Volante Gris de Vinipiel,76,95,0,0,#aa0009,1,39,39,4,0.3
496,8300,Funda Volante Negro con Azul,8,10,48.99,0,FV-Negro/azul,Funda Volante Negro con detalle Azules de Vinipiel,76,95,0,0,#aa0009,1,0,0,0,0
497,8330,Funda Volante Negro y Plata,8,10,56,0,FV-negro/plata,Funda Volante Negro con detalle Plata de Vinipiel,76,95,0,0,#aa0009,1,0,0,0,0
498,8346,Funda Volante Negro y Rojo,8,10,48.99,0,FV-Negro/rojo,Funda Volante Negro con Detalles Rojos de Vinipiel,76,95,0,0,#aa0009,1,0,0,0,0
499,12149,Funda Volante Negra,8,10,49.99,0,FV-Negro,Funda Volante Negra,76,95,0,0,#aa0009,1,0,0,0,0
500,12506,Funda Volante Azul,8,10,49.99,0,FV-Azul,Funda Volante Azul,76,95,0,0,#aa0009,1,0,0,0,0
501,11758,Bomba Aceite Bora,2,2,735.99,0,06j115-105ab,Bomba Aceite Bora Top Engine,4,5,0,0,#aa0009,1,0,0,0,0
502,11150,Valvula Admision Chevy 1.6,2,3,44.99,0,9815std,Valvula Admision Chevy 1.6 Diamond,5,6,0,0,#aa0009,1,0,0,0,0
503,12466,Valvula Escape Chevy 1.6,2,3,127.99,0,As-9830-ATD,Valvula Escape Chevy 1.6 Moresa,5,6,0,0,#aa0009,1,0,0,0,0
504,12468,Valvula Admision Chevy 1.6,2,3,77.99,0,V-9815-X_STD,Valvula Motor Chevy 1.6 Admision Moresa,5,6,0,0,#aa0009,1,0,0,0,0
505,12863,Bomba Gasolina Nissan Pick up D21 Repuesto,5,1,624.99,0,KS-19RK,Repuesto Bomba Gasolina Nissan Pick up D21 Americana Marca Tetzun,30,40,0,0,#aa0009,1,0,0,0,0
506,9767,Bomba Gasolina Nissan Pick up D21 Repuesto,5,1,549,0,RP-22C,Bomba Gasolina Nissan Pick up D21 Repuesto Marca Regal Parts,30,40,0,0,#aa0009,1,0,0,0,0
507,3589,Bomba Gasolina Nissan Np300 D22,5,1,1599,0,EGNN0700,Bomba Gasolina Nissan Np300 D22 marca Diforza,31,93,0,0,#aa0009,0,0,0,0,0
508,8985,Bomba Gasolina Derby,5,2,1095,0,6N0 919 051 N,Bomba Gasolina Derby Bruck,50,55,0,0,#aa0009,1,0,0,0,0
509,9866,Bomba Gasolina Derby,5,2,1049.99,0,6n0 919 051 N,Bomba Gasolina Derby Herta,50,55,0,0,#aa0009,1,0,0,0,0
510,11758,Bomba Aceite Jetta A6,2,2,735.99,0,06J115-105AB,Bomba Aceite Jetta A6 Top Engine,57,19,0,0,#aa0009,1,0,0,0,0
511,9866,Bomba Gasolina Lupo,5,2,1049.99,0,6N0 919 051 N,Bomba Gasolina Lupo Herta,58,58,0,0,#aa0009,1,0,0,0,0
512,13196,Bomba Gasolina Lupo,5,2,997.1,0,6N0-191-051N,Bomba Gasolina Lupo Voltmax,58,58,0,0,#aa0009,1,0,0,0,0
513,12147,Valvula Admision March,2,1,59,0,8155 STD,Valvula Admision March  Diamond,27,34,0,0,#aa0009,1,0,0,0,0
514,12148,Valvula Escape March,2,1,59,0,8156 STD,Valvula Escape March Diamond,27,34,0,0,#aa0009,1,0,0,0,0
515,11231,Valvula Admision Matiz,2,3,68.99,0,9458STD,Valvula Admision Matiz Diamond,18,73,0,0,#aa0009,1,0,0,0,0
516,11232,Valvula Escape Matiz,2,3,86,0,9635STD,Valvula Escape Matiz Diamond,18,73,0,0,#aa0009,1,0,0,0,0
517,3589,Bomba Gasolina NP300,5,1,1599,0,EGNN0700,Bomba Gasolina NP300 Completa Diforza,28,41,0,0,#aa0009,1,0,0,0,0
518,12293,Valvula Admision Platina,2,1,77.99,0,V-9839STD,Valvula Admision Platina Moresa,33,44,0,0,#aa0009,1,0,0,0,0
519,12292,Valvula Escape Platina,2,1,85,0,S-9840,Valvula Escape Platina Moresa,33,44,0,0,#aa0009,1,0,0,0,0
520,1290,Bomba Aceite Pointer,2,2,484.99,0,026 115 105,Bomba Aceite Pointer de Paleta marca Berg,61,62,0,0,#aa0009,1,10,18,30,1.2
521,13196,Bomba Gasolina Polo,5,2,997.1,0,6N0-919-051N,Bomba Gasolina Polo marca Voltmax,75,94,0,0,#aa0009,1,0,0,0,0
522,9866,Bomba Gasolina Polo,5,2,1049.99,0,6N0 919 051 N,Bomba Gasolina Polo marca Herta,75,94,0,0,#aa0009,1,0,0,0,0
523,1444,Bomba Gasolina Sentra,5,1,1516.36,0,17040-ET00A,Bomba Gasolina Sentra  01-06 una salida marca Bruck,34,46,0,0,#aa0009,1,7,22,27,1.15
524,424,Bomba Gasolina Sentra,5,1,1150,0,17040-8U000,Bomba Gasolina Sentra 01-06 una Salida marca Voltmax,34,46,0,0,#aa0009,1,0,0,0,0
525,1262,Bomba Aceite Tsuru II,2,1,397.99,0,15010-01M00,Bomba Aceite Tsuru II marca Top Engine,83,103,0,0,#aa0009,1,9,9,17,0.6
526,1265,Bomba Aceite Tsuru III,2,1,813.46,0,13500-53Y00,Bomba Aceite Tsuru III marca Top Engine,83,104,0,0,#aa0009,1,0,0,0,0
527,12148,Valvula Escape Versa 1.6,2,1,59,0,8156 STD,Valvula escape Versa 1.6 marca Diamond,37,51,0,0,#aa0009,1,0,0,0,0
528,12147,Valvula Admision Versa 1.6,2,1,59,0,8155 STD,Valvula Admision Versa 1.6 marca Diamond,37,51,0,0,#aa0009,1,0,0,0,0
529,11758,Bomba Aceite Tiguan,2,2,735.99,0,06J115-105AB,Bomba Aceite Tiguan marca Top Engine,78,97,0,0,#aa0009,1,0,0,0,0
530,9866,Bomba Gasolina Ibiza,5,5,1049.99,0,6N0 919 051 N,Bomba Gasolina Ibiza 1.6 marca Herta,41,81,0,0,#aa0009,1,0,0,0,0
531,13196,Bomba Gasolina Ibiza,5,5,997.1,0,6N0 919 051 N,Bomba Gasolina Ibiza marca Voltmax,41,80,0,0,#aa0009,1,0,0,0,0
532,10415,Valvula Escape Atos,2,6,58,0,9351STD,Valvula Escape Atos 1.1 Diamond,70,37,0,0,#aa0009,1,0,0,0,0
533,11148,Valvula Admision Chevy 1.4,2,3,53.99,0,2420STD,Valvula admision Chevy 1.4 Diamond,5,6,0,0,#aa0009,1,0,0,0,0
534,11149,Valvula Escape Chevy,2,3,54.99,0,9830STD,Valvula Escape Chevy 1.6 Diamond,5,6,0,0,#aa0009,1,0,0,0,0
535,8669,Valvula Escape Lupo,2,2,55.73,0,VE-VW01,Valvula Escape Lupo 1600 Top Engine,58,58,0,0,#aa0009,1,10,3,3,0.05
536,8668,Valvula Admision Lupo,2,2,55.99,0,VA-VW01,Valvula Admision Lupo 1600 Top Engine,58,58,0,0,#aa0009,1,0,0,0,0
537,9741,Valvula Admision Platina,2,1,53.99,0,13201-00QAA,Valvula Admision Platina Top Engine,33,44,0,0,#aa0009,1,0,0,0,0
538,9451,Valvula Admision Tsuru II,2,1,58,0,13201-31M00,Valvula Admision Tsuru II,83,103,0,0,#aa0009,1,0,0,0,0
539,8650,Valvula Escape Vocho 1600,2,2,105,0,9562,Valvula Escape Vocho 1600,64,68,0,0,#aa0009,1,15.5,5.5,5,0.2
540,8649,Valvula Escape Vocho 1600,2,2,105,0,9561,Valvula Escape Vocho 1600 Moresa,64,68,0,0,#aa0009,1,11.5,4,4,0.05
541,8648,Valvula Admision Vocho 1600,2,2,46.93,0,9560,Valvula Admision Vocho 1600 Moresa,64,68,0,0,#aa0009,1,11.5,3.5,3.5,0.05
542,10235,Bomba Aceite Tsuru III,2,1,411.99,0,15010-01M00,Bomba aceite Tsuru III 8 Valvulas marca Berg,83,104,0,0,#aa0009,1,0,0,0,0
543,12496,Valvula Escape Tsuru III,2,1,83.21,0,S-9737-X-STD,Valvula Escape Tsuru III Moresa,83,105,0,0,#aa0009,1,0,0,0,0
544,12496,Valvula Escape Tsuru III,2,1,83.21,0,S-9737-X-STD,Valvula Escape Tsuru III Moresa,3,4,0,0,#aa0009,0,0,0,0,0
545,12496,Valvula Escape Tsuru III,2,1,83.21,0,S-9737-X-STD,Valvula Escape Tsuru III Moresa,3,4,0,0,#aa0009,0,0,0,0,0
546,10235,Bomba Aceite Tsuru II,2,1,411.99,0,15010-01M00,Bomba Aceite Tsuru II marca Berg,83,103,0,0,#aa0009,1,0,0,0,0
547,10235,Bomb Aceite Tsuru I,2,1,411.99,0,15010-01M00,Bomba Aceite Tsuru I marca Berg,83,102,0,0,#aa0009,1,0,0,0,0
548,753,Valvula Admision Tiida,2,1,45.99,0,13201-EN20A,Valvula Admision Tiida Top Engine,35,49,0,0,#aa0009,1,0,0,0,0
549,762,Valvula Escape Tiida,2,1,45.99,0,13201-EN200,Valvula Escape Tiida Top Engine,35,49,0,0,#aa0009,1,12,3,3,0.05
550,4192,Valvula Admision Sentra,2,1,51.99,0,13201-4M700,Valvula Admision Sentra 01-06,34,46,0,0,#aa0009,1,14,8,4.5,0.35
551,8623,Valvula Escape Platina,2,1,68.99,0,13202-00QA,Valvula Escape Platina Top Engine,33,44,0,0,#aa0009,1,12,3,3,0.05
552,13017,Bomba Gasolina Jetta A6,5,2,1280,0,KS-A245,Bomba Gasolina Jetta A6 marca Tetzun,57,19,0,0,#aa0009,1,0,0,0,0
553,12710,Valvula Admision Jetta A3 2.0,2,2,96.99,0,V-9749-X-STD,Valvula Admision Jetta 2.0 Moresa,54,16,0,0,#aa0009,1,0,0,0,0
554,12707,Valvula Escape Jetta A3 2.0,2,2,136.99,0,V-9749-X-STD,Valvula Admision Jetta A3 2.0 Moresa,54,16,0,0,#aa0009,1,0,0,0,0
555,8644,Valvula Espace Jetta A3 1800,2,2,125,0,9599,Valvula Escape Jetta 1800  Buzo Mecanico,54,16,0,0,#aa0009,1,0,0,0,0
556,8642,Valvula Admision Jetta A3 1800,2,2,75,0,9598,Valvula Admizion Jetta A3 1800 Buzo Hidraulico Moresa,54,16,0,0,#aa0009,1,10,4,4,0.05
557,8641,Valvula Admision Jetta 1800,2,2,67,0,9658 X,Valvula Admision Jetta 1800 Buzo Mecanico Moreza,54,16,0,0,#aa0009,1,0,0,0,0
558,12710,Valvula Admision Golf A3 2.0,2,2,96.99,0,V-9749-X-STD,Valvula Admision Golf A3 2.0 Moresa,68,65,0,0,#aa0009,1,0,0,0,0
559,12707,Valvula Escape Golf A3 2.0,2,2,136.99,0,S-9750-STD,Valvula Escape Golf A3 2.0 Moresa,68,65,0,0,#aa0009,1,0,0,0,0
560,8644,Valvula Escape Golf A3 1800,2,2,125,0,9599,Valvula Escape Golf 1800 Buzo Mecanico marca Moresa,68,65,0,0,#aa0009,1,0,0,0,0
561,8642,Valvula Admision Golf A3 1800,2,2,75,0,9598,Valvula Admision Golf 1800 Buzo Hidraulico Moresa,68,65,0,0,#aa0009,1,10,4,4,0.05
562,8641,Valvula Admision Golf A3 1800,2,2,67,0,9658 X,Valvula Admision Golf A3 1800 Buzo Mecanico Moresa,68,65,0,0,#aa0009,1,0,0,0,0
563,12711,Valvula Admision pick up D21,2,1,127.63,0,V-9881-STD,Valvula Admision Pick Up D21 16 Val,30,40,0,0,#aa0009,1,0,0,0,0
564,12708,Valvula Escape Pick up D21,2,1,143.05,0,S-9882-STD,Valvula Escape Pick up D21 16 Val Moresa,30,40,0,0,#aa0009,1,0,0,0,0
565,12497,Valvula Escape Pick up D21,2,1,86,0,S-9654-STD,Valvula Escape Pick up D21 12 Val Moresa,30,40,0,0,#aa0009,1,0,0,0,0
566,12495,Valvula Admision Pick up D21,2,1,90.93,0,V-9655 STD,Valvula Admision Pick up D21 12 Val Moresa,30,40,0,0,#aa0009,1,0,0,0,0
567,9559,Bomba Aceite Pick up D21,2,1,443.95,0,15010-40F00,Bomba Aceite Pick up D21 Top Engine,30,40,0,0,#aa0009,1,0,0,0,0
568,8622,Valvula Escape Chevy 1.6,2,3,75.99,0,VE-GM9830,Valvula Escape Chevy 1.6 Top Engine,5,6,0,0,#aa0009,1,11,3,3,0.05
569,8608,Valvula Admision Chevy 1.6,2,3,48,0,VA-GM9815,Valvula Admision Chevy 1.6 Top Engine,5,6,0,0,#aa0009,1,11,3,3,0.05
570,8607,Valvula Admision Chevy 1.4,2,3,58,0,VA-GM01,Valvula Admision Chevy 1.4 Top Engine,5,6,0,0,#aa0009,1,11,3,3,0.05
571,8605,Valvula Admision Atos,2,6,51.99,0,9352STD,Valvula Admision Atos 1.1 Diamond,70,36,0,0,#aa0009,1,11,3,3,0.05
572,13197,Gomba Gasolina Pick up 720,5,1,256.74,0,17010-J13G1,Bomba Gasolina Pick up 720 marca Voltmax,29,42,0,0,#aa0009,1,0,0,0,0
573,12056,Bomba Gasolina Atos Repuesto,5,6,289,0,39312,Repuesto Bomba Gasolina Atos Injetch,70,36,0,0,#aa0009,1,16,10,7,0.35
574,1379,Bomba Gasolina Atos,5,6,994,0,31111-02000,Bomba Gasolina Atos marca Injetech,70,37,0,0,#aa0009,1,0,0,0,0
575,1383,Bomba Gasolina Atos Repuesto,5,6,212.99,0,31111-02000,Repuesto Bomba  Gasolina Atos marca Voltmax,70,36,0,0,#aa0009,1,0,0,0,0
576,8915,Bomba Gasolina Aveo,5,3,1169.99,0,KS-A073,Bomba Gasolina Aveo 1.6 Tetzun,15,38,0,0,#aa0009,1,0,0,0,0
577,8541,Bomba Gasolina Aveo,5,3,1250,0,822-PTR001-G,Bomba Gasolina Aveo 1.6 marca Diforza,15,38,0,0,#aa0009,1,0,0,0,0
578,406,Arbol Levas Chevy 1.6,2,3,520,0,92244916,Arbol Levas Chevy 1.6 Top Engine,5,6,0,0,#aa0009,0,0,0,0,0
579,572,Balatas Chevy Delanteras,7,3,140,0,90510331EG-SM,Balatas Chevy Delanteras FP,5,6,0,0,#aa0009,0,17,11,8.5,1.05
580,572,Balatas Chevy Delanteras,7,3,140,0,90510331EG-SM,Balatas Chevy Delanteras FP,5,6,0,0,#aa0009,1,17,11,8.5,1.05
581,887,Bomba Aceite Chevy,2,3,338,0,90412744,Bomba Aceite Chevy Regal Parts,5,6,0,0,#aa0009,1,0,0,0,0
582,1320,Bomba Agua Chevy,2,3,217.99,0,MANC0100,Bomba Agua Chevy marca MIZUMO,5,6,0,0,#aa0009,1,0,0,0,0
583,13025,Bomba Gasolina Chevy,5,3,1088.05,0,EP-1410401,Bomba Gasolina Chevy 01-09 Tanque Metal Marca Voltmax,5,6,0,0,#aa0009,1,0,0,0,0
584,1396,Bomba Gasolina Chevy C2 Repuesto,5,3,275,0,EGNC0114,Bomba Gasolina Chevy C1 C2 01-11 Diforza,5,6,0,0,#aa0009,1,0,0,0,0
585,1401,Bomba Gasolina Chevy Repuesto,5,3,278,0,EGNC0104,Bomba Gasolina Chevy Monza TBI 94-00 marca Diforza,5,6,0,0,#aa0009,1,14,8,9,0.45
586,8979,Filtro Gasolina Chevy,1,3,33,0,AGNC0100,Filtro Gasolina Chevy Diforza,5,6,0,0,#aa0009,1,0,0,0,0
587,632,Motoventilador Chevy,5,3,216,0,MMNC0152,Motoventilador Chevy con aire con Tolva marca ISAKA,5,6,0,0,#aa0009,1,0,0,0,0
588,9209,Radiador Chevy sin aire estandar,2,3,575,0,CRNC0100,Radiador Agua Chevy Sin Aire Estandar ISAKA,5,6,0,0,#aa0009,1,0,0,0,0
589,1255,Boca Relleno Combi,2,2,565.99,0,037 115 303 B,Boca Relleno Combi 1800 Generica,48,53,0,0,#aa0009,1,0,0,0,0
590,4060,Filtro Aire Corsar,1,2,42,0,056 129 620,Filtro Aire Corsar EGP,79,98,0,0,#aa0009,1,11,10,8,0.2
591,11357,Balatas Delanteras I10,7,6,164,0,7Y45Z-F319,Balatas Delanteras I10 FP,71,86,0,0,#aa0009,1,0,0,0,0
592,12122,Balatas Traseras I10,7,6,279,0,BBNK0850,Balatas I10 Traseras Marca Diforza,71,86,0,0,#aa0009,1,0,0,0,0
593,3890,Calavera I10 Derecha,4,6,628.99,0,FCNK0801,Calavera I10 12-14 Derecha Marca Forcetec,71,86,0,0,#aa0009,1,0,0,0,0
594,3872,Calavera I10 Izquierda,4,6,628.99,0,FCNK0802,Calavera I10 12-14 Izquierda Marca Forcetec,71,86,0,0,#aa0009,1,35,14,10,0.6
595,11084,Filtro Aire I10,1,6,43,0,AANK0800,Filtro Aire I10 Diforza,71,86,0,0,#aa0009,1,25,19,3,0.25
596,11206,Filtro Gasolina I10,1,6,93.99,0,31910-2H000,Filtro Gasolina I10 Nikko,71,86,0,0,#aa0009,1,0,0,0,0
597,11986,Balatas Jetta A2 Disco Ventilado,7,2,188,0,EE-7183D280,Balatas Jetta A2 Disco Ventilado Euro España,53,15,0,0,#aa0009,1,0,0,0,0
598,10423,Bomba Gasolina Jetta A2,5,2,204.99,0,026 127 025 A,Bomba Gasolina Jetta A2 Herta,53,15,0,0,#aa0009,1,0,0,0,0
599,12829,Faro Golf A2,4,2,245,0,FFNV0300,Faro Golf A2 Vidrio con Carcaza,52,57,0,0,#aa0009,1,0,0,0,0
600,12844,Faro Jetta A2 Izquierdo,4,2,430,0,FFNV0102,Faro Parrilla Jetta A2 Izquierdo marca Diforza,53,15,0,0,#aa0009,1,0,0,0,0
601,12843,Faro Jetta A2 Derecho,4,2,430,0,FFNV0101,Faro Parrilla Jetta A2 marca Diforza,53,15,0,0,#aa0009,1,0,0,0,0
602,11663,Juego Focos H4 Led,8,10,204.99,0,LED2C-H4 H/L,Juego Focos H4 Led Alta y Baja 2 Cara,86,119,0,0,#aa0009,1,0,0,0,0
603,9620,Bomba Gasolina Bora,5,2,1095,0,RP-A9-5,Bomba Gasolina Bora Completa marca Regal Parts,4,5,0,0,#aa0009,1,0,0,0,0
604,10551,Calavera Bora Interior Derecha,4,2,344.99,0,WH07-24-033-ARH,Calavera Interior Bora Derecha Marca Generic,4,5,0,0,#aa0009,1,0,0,0,0
605,10552,Calavera Bora Interior Izquierda,4,2,344.99,0,WH07-24-003-ALH,Calavera Bora Interior Izquierda Generic,4,5,0,0,#aa0009,1,0,0,0,0
606,3888,Faro Gol Izquierdo,4,2,1076,0,FFNNV0602,Faro Gol Fondo Cromado 08-12 Izquierdo marca Forcetec,51,56,0,0,#aa0009,1,0,0,0,0
607,3887,Faro Gol Derecho,4,2,1076,0,FFNV0601,Faro Gol Fondo Cromado 08-12 Derecho marca Forcetec,51,56,0,0,#aa0009,1,0,0,0,0
608,12009,Calavera Gol Derecha,4,2,484.99,0,FCNV0671,Calavera Gol Rojo Blanco 5 Puertas Derecha 13-15 Marca Diforza,51,56,0,0,#aa0009,1,0,0,0,0
